# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss
790,1602505974.442197,2528000,28.548748016357422,5.365853786468506,0.10607339441776276,0.5879114866256714,-0.0031009786762297153,0.06875000149011612,0.0,0.06875000149011612,0.0,0.9064115881919861,12.383599281311035,15.474265098571777
791,1602505978.420588,2531200,45.71966552734375,6.5714287757873535,0.3207986056804657,0.4361751973628998,-0.002860581036657095,0.07187499850988388,0.0,0.07187499850988388,0.0,0.9019911885261536,29.23700523376465,15.728546142578125
792,1602505982.341276,2534400,28.94803237915039,5.882352828979492,0.31855031847953796,0.492846816778183,-0.0036137911956757307,0.0625,0.0,0.0625,0.0,0.890180230140686,12.19249153137207,15.947758674621582
793,1602505986.1847858,2537600,45.56475830078125,5.55555534362793,0.11386432498693466,0.4967622756958008,-0.0032611831557005644,0.0625,0.0,0.0625,0.0,0.8902814984321594,29.04940414428711,15.907988548278809
794,1602505990.0961204,2540800,27.09223175048828,4.242424011230469,-0.03764195367693901,0.462164044380188,-0.0033987434580922127,0.04374999925494194,0.0,0.04374999925494194,0.0,0.8701047301292419,11.077638626098633,15.593469619750977
795,1602505994.3344312,2544000,44.00469970703125,4.761904716491699,-0.2363051027059555,0.6208112239837646,-0.0031233003828674555,0.0625,0.0,0.0625,0.0,0.875389814376831,28.25015640258789,15.373163223266602
796,1602505997.980472,2547200,26.420928955078125,3.939393997192383,0.30375927686691284,0.3404654264450073,-0.0031833418179303408,0.04062499850988388,0.0,0.04062499850988388,0.0,0.8602704405784607,10.154682159423828,15.625205993652344
797,1602506002.1718698,2550400,40.957176208496094,4.358974456787109,-0.030876098200678825,0.6359050273895264,-0.003113775048404932,0.05312500149011612,0.0,0.05312500149011612,0.0,0.9144616723060608,25.91425895690918,14.441000938415527
798,1602506006.4065151,2553600,23.335969924926758,6.170212745666504,0.17911069095134735,0.8858569860458374,-0.0024405596777796745,0.09062500298023224,0.0,0.09062500298023224,0.0,0.8816174864768982,8.305901527404785,13.967541694641113
799,1602506010.6264625,2556800,40.8554573059082,6.666666507720947,0.18657930195331573,0.5555146336555481,-0.0030154122505337,0.08124999701976776,0.0,0.08124999701976776,0.0,0.8674193024635315,25.235965728759766,14.880412101745605
800,1602506014.8803635,2560000,23.362625122070312,4.583333492279053,-0.734827995300293,0.7808725237846375,-0.0026828907430171967,0.06875000149011612,0.0,0.06875000149011612,0.0,0.9024488925933838,9.182994842529297,14.13626766204834
801,1602506018.294482,2563200,39.561092376708984,5.588235378265381,0.34850260615348816,0.6252919435501099,-0.0034908950328826904,0.05937499925494194,0.0,0.05937499925494194,0.0,0.8892213702201843,22.78936004638672,15.801426887512207
802,1602506022.518362,2566400,26.17018699645996,4.0,0.038667041808366776,0.5679145455360413,-0.002645884407684207,0.05624999850988388,0.0,0.05624999850988388,0.0,0.8989558219909668,10.978618621826172,14.58763313293457
803,1602506026.32179,2569600,36.9927978515625,5.55555534362793,0.03862634673714638,0.49862220883369446,-0.0031269313767552376,0.0625,0.0,0.0625,0.0,0.8330481052398682,21.108076095581055,15.350598335266113
804,1602506030.1380005,2572800,26.942581176757812,5.55555534362793,0.11079759150743484,0.769897997379303,-0.002643186366185546,0.09375,0.0,0.09375,0.0,0.8897087574005127,11.71357250213623,14.350956916809082
805,1602506033.6718485,2576000,35.941566467285156,4.042553424835205,0.2247171550989151,0.6219126582145691,-0.0030971893575042486,0.05937499925494194,0.0,0.05937499925494194,0.0,0.8851966261863708,20.528182983398438,14.569851875305176
