"ride","iride"
"0.0","2.0"
"2.6666666507720946","0.0"
"2.0","0.0"
"2.666666603088379","0.0"
"1.2","1.0"
"2.0","2.0"
"1.0","2.0"
"1.0","0.0"
"1.0","0.0"
"0.0","0.0"
"0.0","1.2307692527770997"
"0.0","1.1538461685180663"
"0.0","1.2857142448425294"
"0.0","1.4375"
"0.0","1.2"
"0.0","2.108262062072754"
"0.0","2.4574779510498046"
"0.0","3.384615421295166"
"0.0","1.4285714149475097"
"0.0","1.2"
"0.0","1.3333333015441895"
"0.6666666507720947","0.8333333015441895"
"0.2","1.914285659790039"
"1.0","1.62637357711792"
"2.75","2.2518518447875975"
"1.0666666984558106","1.9761904716491698"
"4.111111068725586","2.1212121486663817"
"2.274509811401367","3.047745418548584"
"4.575438594818115","2.8684864044189453"
"2.943939447402954","2.7777777671813966"
"3.8669856071472166","3.372948408126831"
"3.5333333253860473","3.8687830924987794"
"2.1571428775787354","3.1464285850524902"
"1.993589735031128","3.8220551013946533"
"1.8021978378295898","2.4080460548400877"
"1.0","1.25"
"3.292307662963867","2.5208333015441893"
"4.361111164093018","2.5344827651977537"
"4.050476169586181","1.9415585041046142"
"3.4047618865966798","3.00892858505249"
"2.8199999809265135","2.7258687019348145"
"3.4447391510009764","3.6"
"3.84484224319458","3.55"
"2.822115421295166","3.5769230842590334"
"5.355844116210937","3.302443790435791"
"3.2072044372558595","3.531701946258545"
"3.6057692527770997","3.9821746826171873"
"2.6121212005615235","3.545380640029907"
"3.247023820877075","3.561038875579834"
"4.710227298736572","3.4428570747375487"
"3.3563217639923097","4.1838709831237795"
"3.845588207244873","3.6372413635253906"
"2.9556650161743163","3.0755952835083007"
"4.190476179122925","3.2435781955718994"
"4.15714282989502","3.5959595680236816"
"3.685714340209961","3.9103447914123537"
"4.6654411315917965","3.9049145698547365"
"4.014358949661255","4.305723857879639"
"4.494117641448975","3.7671716690063475"
"3.3999999523162843","3.224242401123047"
"3.3963623046875","3.7606836795806884"
"4.106666612625122","3.9880537033081054"
"4.761030673980713","3.3617131233215334"
"4.413186836242676","3.6634852409362795"
"3.5622119903564453","3.931989288330078"
"4.144758415222168","4.81527099609375"
"4.7688311576843265","3.6489326477050783"
"4.6999999523162845","4.963963890075684"
"3.8166666507720945","7.129228210449218"
"4.420361185073853","4.611248970031738"
"3.8747127056121826","5.007002830505371"
"4.0375","4.648622226715088"
"2.917338752746582","4.166666698455811"
"4.567204284667969","3.8368420600891113"
"4.9440559387207035","5.755151462554932"
"4.175066900253296","4.78377947807312"
"3.5238094329833984","4.401932048797607"
"3.948171353340149","4.569919490814209"
"6.23106062412262","4.015715885162353"
"4.540196132659912","4.68051290512085"
"4.699285793304443","4.166666698455811"
"5.366767168045044","5.671237277984619"
"5.1080585479736325","3.3086849212646485"
"6.287830638885498","4.866402053833008"
"4.769474983215332","5.7142857074737545"
"6.719955253601074","4.92083330154419"
"4.145135593414307","6.521245384216309"
"4.970702648162842","4.509649181365967"
"4.629629707336425","4.75006365776062"
"4.128571510314941","5.733737373352051"
"4.868371677398682","4.5"
"4.903448247909546","4.945701313018799"
"3.6752645492553713","5.05833330154419"
"4.819444465637207","5.223422622680664"
"3.7275131225585936","4.364624547958374"
"3.6512820720672607","5.417487621307373"
"3.3126502990722657","3.617857074737549"
"3.6296703815460205","5.769857883453369"
"4.545104694366455","3.6178571701049806"
"4.530907154083252","6.05599193572998"
"4.84113712310791","6.993386173248291"
"5.071742057800293","5.464681577682495"
"5.001149368286133","4.155161952972412"
"4.251748275756836","5.258791160583496"
"5.4366068840026855","5.612562465667724"
"3.955347204208374","6.619120121002197"
"5.846395015716553","5.853093099594116"
"3.636200714111328","5.368589687347412"
"3.9200712203979493","5.483421707153321"
"4.265869903564453","5.551770401000977"
"5.553724098205566","6.286550140380859"
"6.038787913322449","5.247128534317016"
"3.8584794998168945","5.388552141189575"
"6.275757598876953","5.650508403778076"
"3.9088151931762694","6.396392440795898"
"4.216408014297485","4.815892124176026"
"5.0450245380401615","5.862093448638916"
"4.728221893310547","5.905913925170898"
"4.0414529800415036","5.440322589874268"
"4.856578063964844","5.704804992675781"
"5.33362193107605","5.137495231628418"
"4.897759103775025","5.349160194396973"
"4.538318824768067","6.31524133682251"
"4.319794654846191","5.893109846115112"
"4.458433151245117","6.082009601593017"
"6.041557693481446","6.108644199371338"
"4.983629322052002","5.144165945053101"
"5.66123514175415","4.886045360565186"
"4.958333301544189","5.976274108886718"
"5.2769293785095215","6.1618610382080075"
"5.730370330810547","5.874455547332763"
"5.642162036895752","6.01645679473877"
"5.117223072052002","6.412550830841065"
"5.2379295349121096","6.189418888092041"
"5.355284118652344","5.650480937957764"
"5.461524391174317","6.146666717529297"
"6.013995170593262","6.161182975769043"
"5.621056938171387","5.587267065048218"
"5.873399829864502","7.214189720153809"
"6.434588527679443","5.556861782073975"
"5.8254717826843265","5.840213871002197"
"6.570714664459229","6.663597202301025"
"5.92539005279541","6.280592441558838"
"6.11049861907959","5.998455810546875"
"6.201846694946289","5.314350175857544"
"6.770629405975342","6.419730854034424"
"5.1523443222045895","7.11211462020874"
"5.871323490142823","5.8818999290466305"
"6.170872974395752","5.3072539329528805"
"6.769085121154785","6.379593276977539"
"6.418333435058594","6.197233104705811"
"6.746823024749756","6.79371919631958"
"6.620241641998291","6.018481349945068"
"5.102684688568115","6.698611640930176"
"5.441573524475098","6.29945936203003"
"4.670878601074219","6.286465072631836"
"5.3555426597595215","6.810610580444336"
"7.004166603088379","6.063336277008057"
"6.723387050628662","7.116611766815185"
"6.473886299133301","5.906223011016846"
"6.245270442962647","5.782049179077148"
"5.00123405456543","5.9962156295776365"
"5.694060325622559","6.342595481872559"
"5.612967014312744","6.755512809753418"
"5.290731048583984","6.193672752380371"
"5.156601238250732","6.387323093414307"
"6.944841384887695","6.44912281036377"
"5.62817006111145","7.034354591369629"
"6.254584503173828","6.313127422332764"
"6.588222217559815","6.08095235824585"
"6.512997341156006","6.023782062530517"
"5.341818237304688","6.8735064506530765"
"4.541335487365723","6.34774169921875"
"6.728676414489746","6.420370292663574"
"5.4924615859985355","6.58533239364624"
"5.101985359191895","6.5199939727783205"
"5.816903734207154","6.643382263183594"
"6.4271142959594725","6.077008056640625"
"6.779999923706055","6.425675582885742"
"6.0884569644927975","6.408706378936768"
"5.69002046585083","7.049480247497558"
"6.247023868560791","5.567877197265625"
"5.156715202331543","6.820355415344238"
"6.259995555877685","6.152581024169922"
"5.83006534576416","6.7073948860168455"
"5.738095092773437","6.698646163940429"
"6.21742811203003","6.4370368957519535"
"5.766858291625977","5.8998922348022464"
"6.538748645782471","5.810006809234619"
"6.3854364395141605","5.787171173095703"
"6.526209735870362","5.786767387390137"
"6.045671367645264","6.702355098724365"
"5.686147260665893","6.64440279006958"
"5.890941619873047","5.645833301544189"
"5.771303033828735","6.826035594940185"
"5.725286769866943","6.173362445831299"
"6.755013275146484","6.819439220428467"
"6.098413181304932","6.98584623336792"
"6.050715065002441","6.739467144012451"
"6.6476826667785645","6.470731735229492"
"6.605383110046387","6.18774938583374"
"6.244315719604492","6.509541034698486"
"6.238009929656982","6.775912666320801"
"6.5893556594848635","6.274286556243896"
"6.243412876129151","6.031029129028321"
"6.028638076782227","5.942222785949707"
"5.938959980010987","6.18902816772461"
"5.436217212677002","6.308640670776367"
"5.9279272079467775","6.422808265686035"
"5.821895408630371","6.527022361755371"
"5.374058771133423","6.768171405792236"
"6.141390419006347","6.9052375793457035"
