# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_control_rewards,mean_count_rewards,forward_dynamics_loss,inverse_dynamics_loss
0,1602605409.1881928,0,1413.2171630859375,3.125,0.28004977107048035,1.76999831199646,-0.07982553541660309,0.0390625,0.6914857625961304,0.7305482625961304,0.715333104133606,0.8652340769767761,1399.5203857421875,11.726608276367188
1,1602605411.0113864,1280,798.3145751953125,4.285714149475098,-0.06164219602942467,1.7257713079452515,-0.01799989677965641,0.0234375,0.35097092390060425,0.37440845370292664,0.4549873471260071,0.5956056714057922,785.7229614257812,10.945469856262207
2,1602605412.7326236,2560,590.025634765625,10.0,-1.7806657126584469e-07,6.017111778259277,-5.1202167838937385e-08,0.0078125,0.20652738213539124,0.21433988213539124,0.34630122780799866,0.42846375703811646,573.4119262695312,10.596619606018066
3,1602605414.990398,3840,604.8743286132812,nan,-3.381843199576351e-12,16.42596435546875,-1.1071044187199557e-14,0.0,0.16434888541698456,0.16434888541698456,0.3506701588630676,0.3424152135848999,578.2323608398438,10.216009140014648
4,1602605417.0614412,5120,485.0542297363281,nan,1.5622492882672034e-11,18.890151977539062,-2.565118256692145e-13,0.0,0.12242425978183746,0.12242425978183746,0.2950270473957062,0.2987886667251587,455.8386535644531,10.325407981872559
5,1602605418.940083,6400,452.7364807128906,nan,2.1675026783986567e-15,0.0,-5.835535551923976e-17,0.0,0.06721021234989166,0.06721021234989166,0.2571769058704376,0.21715012192726135,442.61566162109375,10.120817184448242
6,1602605421.005472,7680,397.2387390136719,nan,1.915620995163181e-09,3.6437559127807617,-6.724870660335114e-12,0.0,0.0922088772058487,0.0922088772058487,0.2693715989589691,0.22404813766479492,383.4617614746094,10.13320541381836
7,1602605422.5660558,8960,406.73797607421875,nan,3.933462000560439e-09,0.0,-8.347623807469784e-12,0.0,0.09257588535547256,0.09257588535547256,0.30477312207221985,0.23316971957683563,396.6863708496094,10.051595687866211
8,1602605424.1309972,10240,354.0111389160156,nan,3.2217799539324687e-09,0.0,-1.1341473593606821e-10,0.0,0.05866481736302376,0.05866481736302376,0.2569383382797241,0.17923562228679657,344.06243896484375,9.948688507080078
9,1602605425.9729514,11520,343.78985595703125,nan,3.891864654441586e-14,0.0,-3.83646182813637e-16,0.0,0.05492198467254639,0.05492198467254639,0.2501358687877655,0.18616588413715363,333.84539794921875,9.944472312927246
10,1602605427.3846931,12800,697.049072265625,6.0,0.001210190006531775,267.4440002441406,-1.944328460012912e-06,0.0234375,0.4226120114326477,0.4460495114326477,0.532462477684021,0.5768766403198242,419.3468933105469,10.256957054138184
11,1602605429.1992128,14080,2449.88623046875,8.0,0.00021178799215704203,1967.824462890625,-3.596281032969273e-07,0.03125,0.5864090323448181,0.6176590323448181,0.6671261787414551,0.7922188639640808,471.60723876953125,10.454337120056152
12,1602605430.996281,15360,646.1058959960938,5.0,0.0009679521899670362,234.06167602539062,-4.414170689415187e-06,0.0078125,0.28537434339523315,0.29318684339523315,0.4391058087348938,0.5595382452011108,401.71795654296875,10.32529067993164
13,1602605432.7365983,16640,996.771240234375,nan,-3.372437333837297e-07,622.414306640625,-5.780584899639507e-08,0.0,0.15225638449192047,0.15225638449192047,0.4133288860321045,0.33600732684135437,364.16748046875,10.189462661743164
14,1602605434.5649335,17920,414.7999267578125,nan,8.41216163394165e-08,78.53668975830078,-1.1975838276612194e-07,0.0,0.1031620055437088,0.1031620055437088,0.3740590512752533,0.25305718183517456,326.15869140625,10.104555130004883
15,1602605436.3363528,19200,377.2649841308594,nan,0.0,65.21735382080078,-8.291040742847144e-09,0.0,0.08028151839971542,0.08028151839971542,0.3622927963733673,0.21138544380664825,302.0223388671875,10.025287628173828
16,1602605437.993052,20480,361.54132080078125,nan,-4.569199518300593e-06,64.18475341796875,-2.0952550130459713e-06,0.0,0.06480145454406738,0.06480145454406738,0.34326818585395813,0.17750269174575806,287.387451171875,9.969101905822754
17,1602605439.6837568,21760,298.5115661621094,nan,3.3029123187588993e-06,19.89691162109375,-8.63415891672048e-07,0.0,0.06182613968849182,0.06182613968849182,0.3508129119873047,0.16659314930438995,268.7298278808594,9.8848295211792
18,1602605441.501818,23040,327.9925231933594,nan,-4.586842260323465e-05,66.80863952636719,-5.145707746123662e-06,0.0,0.05488511174917221,0.05488511174917221,0.33900946378707886,0.1517973691225052,251.33041381835938,9.853507995605469
19,1602605442.9199424,24320,257.26434326171875,nan,-1.2525547390396241e-05,6.303167819976807,-1.7115671653300524e-05,0.0,0.045762695372104645,0.045762695372104645,0.30836090445518494,0.1388171911239624,241.08648681640625,9.874722480773926
20,1602605444.7669926,25600,304.4749755859375,nan,-0.00018444738816469908,66.01943969726562,-1.0350411685067229e-05,0.0,0.043871138244867325,0.043871138244867325,0.31556278467178345,0.1305553913116455,228.7369384765625,9.71877384185791
21,1602605446.5356636,26880,235.78823852539062,nan,-0.00021026381000410765,3.402916431427002,-9.990047692554072e-05,0.0,0.04015332832932472,0.04015332832932472,0.30458202958106995,0.12426678836345673,222.65000915527344,9.735620498657227
22,1602605448.3730705,28160,252.42921447753906,0.0,0.0005848372238688171,37.42287063598633,-5.898551535210572e-05,0.0,0.03811892867088318,0.03811892867088318,0.29454928636550903,0.12024694681167603,205.27224731445312,9.73357105255127
23,1602605449.9204433,29440,231.9548797607422,nan,-0.00025247252779081464,6.832192420959473,-8.046568837016821e-05,0.0,0.04677317664027214,0.04677317664027214,0.31796330213546753,0.13504357635974884,215.48678588867188,9.636225700378418
24,1602605451.3273752,30720,217.80718994140625,nan,0.005838869139552116,9.495429039001465,-0.0011259036837145686,0.0,0.03289560601115227,0.03289560601115227,0.28326255083084106,0.10932232439517975,198.66915893554688,9.637897491455078
25,1602605453.0867624,32000,230.7710723876953,0.0,-0.006966857705265284,26.81683921813965,-0.0006587059469893575,0.0,0.047744087874889374,0.047744087874889374,0.29698845744132996,0.14254721999168396,194.361328125,9.6005277633667
26,1602605454.7311172,33280,202.72427368164062,nan,-0.00015883130254223943,4.804332733154297,-0.00038016695179976523,0.0,0.03247368335723877,0.03247368335723877,0.2816748023033142,0.11069965362548828,188.34983825683594,9.570642471313477
27,1602605456.5067456,34560,231.9442901611328,0.0,-0.0589350089430809,41.137027740478516,-0.010177421383559704,0.0,0.04446319118142128,0.04446319118142128,0.280758798122406,0.12452580779790878,181.3221435546875,9.55422306060791
28,1602605458.304124,35840,207.66165161132812,0.0,0.0005998394335620105,13.558526992797852,-0.004413071554154158,0.0,0.04699576646089554,0.04699576646089554,0.28610455989837646,0.12759749591350555,184.6269989013672,9.479938507080078
29,1602605460.125073,37120,280.2943115234375,2.5,0.12681663036346436,91.49292755126953,-0.00336161139421165,0.0078125,0.08484736829996109,0.09265986829996109,0.2908169627189636,0.21070393919944763,179.20291137695312,9.475045204162598
30,1602605461.8518846,38400,204.08670043945312,0.0,0.09318821132183075,15.208584785461426,-0.005053585860878229,0.0,0.05538477376103401,0.05538477376103401,0.29234829545021057,0.16163426637649536,179.38963317871094,9.40034294128418
31,1602605463.6229002,39680,280.6742248535156,0.0,0.028608646243810654,94.78251647949219,-0.0041168625466525555,0.0,0.08246038109064102,0.08246038109064102,0.29556792974472046,0.22144624590873718,176.42330932617188,9.443907737731934
32,1602605465.097187,40960,287.18536376953125,0.0,0.14746181666851044,99.04692077636719,-0.0027112485840916634,0.0,0.11443449556827545,0.11443449556827545,0.30684706568717957,0.30858129262924194,178.6531219482422,9.340574264526367
33,1602605466.8368182,42240,263.6211242675781,3.3333332538604736,0.46629026532173157,81.22459411621094,-0.0033063318114727736,0.0234375,0.09476868063211441,0.11820616573095322,0.28688845038414,0.265948086977005,172.505859375,9.427674293518066
34,1602605468.5891387,43520,223.58029174804688,0.0,0.15168535709381104,43.55550765991211,-0.0063659376464784145,0.0,0.09648732841014862,0.09648732841014862,0.2742333710193634,0.3078811764717102,170.49847412109375,9.381002426147461
35,1602605470.2641973,44800,229.2961883544922,0.0,-0.01031332928687334,62.0424690246582,-0.002440323820337653,0.0,0.049400925636291504,0.049400925636291504,0.25837451219558716,0.173757866024971,157.89337158203125,9.3731107711792
36,1602605471.9950054,46080,184.65328979492188,0.0,0.10423050075769424,16.953386306762695,-0.004360397811979055,0.0,0.06262072920799255,0.06262072920799255,0.25523558259010315,0.21896913647651672,158.23110961914062,9.368926048278809
37,1602605473.5008054,47360,178.8157958984375,nan,-0.008404988795518875,19.513338088989258,-0.006066578906029463,0.0,0.05199549347162247,0.05199549347162247,0.25542932748794556,0.1841617077589035,149.91134643554688,9.405583381652832
38,1602605475.3268523,48640,169.12939453125,nan,-0.01592988707125187,7.442573547363281,-0.008862568996846676,0.0,0.04766267538070679,0.04766267538070679,0.25946280360221863,0.17455710470676422,152.40187072753906,9.309743881225586
39,1602605476.9903574,49920,168.15858459472656,0.0,-0.034712810069322586,20.45136070251465,-0.004287246149033308,0.0,0.035474419593811035,0.035474419593811035,0.22889819741249084,0.1465403437614441,138.3119354248047,9.43430233001709
40,1602605478.4928303,51200,162.27268981933594,0.0,0.09362033754587173,13.83234691619873,-0.007768646813929081,0.0,0.05984964221715927,0.05984964221715927,0.24212607741355896,0.21340703964233398,139.02127075195312,9.333221435546875
41,1602605480.2086935,52480,151.36984252929688,nan,-0.19296811521053314,10.373573303222656,-0.01319334376603365,0.0,0.033416278660297394,0.033416278660297394,0.21498671174049377,0.1539914757013321,131.7553253173828,9.44711685180664
42,1602605482.1244695,53760,148.96368408203125,0.0,0.005359049886465073,10.260398864746094,-0.016974972561001778,0.0,0.042102523148059845,0.042102523148059845,0.21319803595542908,0.17110824584960938,129.3594207763672,9.355485916137695
43,1602605483.8972456,55040,147.8245849609375,nan,-0.03916032984852791,8.688322067260742,-0.014786824584007263,0.0,0.03875645622611046,0.03875645622611046,0.21078439056873322,0.17453429102897644,129.82093811035156,9.369283676147461
44,1602605485.6716983,56320,146.62326049804688,0.0,0.08328328281641006,6.175409317016602,-0.0311993807554245,0.0,0.038660258054733276,0.038660258054733276,0.21639740467071533,0.16424332559108734,131.08766174316406,9.308111190795898
