# _tick,_time,frames,mean_episode_return,total_loss,pg_loss,baseline_loss,entropy_loss
0,1602566148.716868,0,nan,6.395624950528145e-06,0.0016507694963365793,1.1123209020524882e-08,-0.0016443850472569466
1,1602566152.2266178,1920,nan,10.327515602111816,0.0,10.327515602111816,-0.0
2,1602566153.6900766,3840,nan,4.125314712524414,-2.3534062165708747e-06,4.1253180503845215,-9.826949280977715e-07
3,1602566154.6306067,5760,nan,114.8287124633789,0.0,114.8287124633789,-0.0
4,1602566155.6855824,7680,nan,1.4838180541992188,0.10804169625043869,1.379713773727417,-0.003937340807169676
5,1602566156.9606283,9600,nan,3.3523731231689453,0.0,3.3523731231689453,-0.0
6,1602566158.2810643,11520,nan,74.66913604736328,4.481166956601945e-13,74.66913604736328,-1.023577195224945e-10
7,1602566159.0708382,13440,nan,2341.219970703125,5.5464987739793015e-25,2341.219970703125,-6.90867658254036e-19
8,1602566160.4128737,15360,nan,83.88998413085938,0.0,83.88998413085938,-1.006206853948477e-10
9,1602566161.7373486,17280,nan,26924.146484375,0.0,26924.146484375,-0.0
10,1602566163.0904183,19200,nan,37.95975112915039,0.039815086871385574,37.92023468017578,-0.00029633205849677324
11,1602566163.9744828,21120,nan,332.2309875488281,-0.019219517707824707,332.2502746582031,-5.6120195949915797e-05
12,1602566165.3200064,23040,nan,23.09588050842285,0.004078820813447237,23.09185218811035,-4.884361624135636e-05
13,1602566166.6674764,24960,0.0,26.261838912963867,2.382481813430786,23.911638259887695,-0.03228132426738739
14,1602566167.9903276,26880,0.0,9.542633056640625,-0.15203113853931427,9.69604778289795,-0.0013837374281138182
15,1602566169.350338,28800,0.0,22.71536636352539,0.4883287847042084,22.235200881958008,-0.00816367007791996
16,1602566170.6638882,30720,nan,0.06317994743585587,-0.4185192584991455,0.5539389252662659,-0.0722397193312645
17,1602566171.9027293,32640,nan,0.3061457872390747,0.39000481367111206,0.003967104479670525,-0.08782611787319183
18,1602566173.2737575,34560,nan,2.116088390350342,0.25090667605400085,1.8894174098968506,-0.02423572726547718
19,1602566174.6855907,36480,0.0,1.8592262268066406,-0.5583440661430359,2.4364311695098877,-0.018860777840018272
20,1602566176.0571115,38400,0.0,7.103652000427246,2.131442070007324,5.004654407501221,-0.03244469687342644
21,1602566177.3884895,40320,0.0,0.9114160537719727,0.44172781705856323,0.5332469940185547,-0.06355878710746765
22,1602566178.6375198,42240,0.0,-1.0961122512817383,-1.0059316158294678,0.0450206995010376,-0.1352013349533081
23,1602566180.0114002,44160,0.0,-0.3252265453338623,-0.1781700700521469,0.01170294638723135,-0.15875943005084991
