# _tick,_time,frames,mean_episode_return,total_loss,pg_loss,baseline_loss,entropy_loss
0,1602725381.742745,0,0.8695651888847351,0.27355045080184937,-0.6561384797096252,0.9331749081611633,-0.003485976019874215
1,1602725394.442872,3200,1.0,2.6893885135650635,-2.763911493812855e-15,2.6893885135650635,-8.862944232690406e-12
2,1602725397.098602,6400,3.125,0.39193397760391235,-0.0003667369019240141,0.39230188727378845,-1.1522955674081459e-06
3,1602725404.477474,9600,3.5,0.024923473596572876,2.5166664308073905e-09,0.024923473596572876,-1.620889977793638e-09
4,1602725407.1367722,12800,0.0,0.09989829361438751,-0.00039115085382945836,0.10029003769159317,-5.947645718151762e-07
5,1602725410.3736959,16000,2.5,163.14027404785156,-3.3002088457578793e-06,163.14027404785156,-2.4369123607925758e-08
6,1602725413.2065349,19200,0.0,531.4046630859375,-0.23822225630283356,531.6429443359375,-8.564211748307571e-05
7,1602725415.2554913,22400,0.0,447.3172302246094,1.2106820344924927,446.1068115234375,-0.0002724890364333987
8,1602725417.8429663,25600,nan,20.052162170410156,-1.2085405588150024,21.263479232788086,-0.002777185058221221
9,1602725420.4537492,28800,nan,329.1005554199219,8.953073501586914,320.1528015136719,-0.005295957438647747
10,1602725423.0201626,32000,0.0,5.874566555023193,0.24258637428283691,5.639018535614014,-0.00703836977481842
11,1602725425.3240805,35200,3.3333332538604736,22.22921371459961,-2.4842092990875244,24.717939376831055,-0.004517099820077419
12,1602725427.9033508,38400,0.0,-0.04832082241773605,-0.14546526968479156,0.11526591330766678,-0.018121467903256416
13,1602725430.4471474,41600,0.0,-0.48935467004776,-0.5292998552322388,0.0634780153632164,-0.023532850667834282
14,1602725432.8583767,44800,0.0,-1.381873607635498,-1.397696852684021,0.03706752508878708,-0.02124430052936077
15,1602725435.2105575,48000,0.0,-0.01725117862224579,-0.0018311345484107733,1.0961975931422785e-05,-0.015431005507707596
16,1602725437.6845014,51200,2.5,-0.021266918629407883,-0.004737659357488155,2.920243059634231e-05,-0.016558462753891945
17,1602725440.096247,54400,0.0,-0.10142853856086731,-0.09351301938295364,0.00875387154519558,-0.016669388860464096
18,1602725442.8187451,57600,3.75,-0.3213931620121002,-0.37831977009773254,0.07353849709033966,-0.01661190576851368
19,1602725445.2895555,60800,nan,0.0931505337357521,-0.23203223943710327,0.32779839634895325,-0.0026156227104365826
20,1602725446.9157598,64000,nan,-0.4684579074382782,-0.6580268144607544,0.1932881623506546,-0.0037192462477833033
21,1602725449.4641232,67200,0.0,0.13487538695335388,-0.13143883645534515,0.266448974609375,-0.00013474644219968468
22,1602725452.0846741,70400,2.0,0.16961485147476196,-0.3196573555469513,0.4894062578678131,-0.0001340443268418312
23,1602725454.8462696,73600,0.0,2.537104368209839,0.6403397917747498,1.8969571590423584,-0.00019259995315223932
24,1602725457.2950106,76800,0.0,-6.578067779541016,-8.42048168182373,1.8465112447738647,-0.00409735506400466
25,1602725460.08493,80000,2.0,1.8544517755508423,-0.004045254550874233,1.8584989309310913,-1.9337505818839418e-06
26,1602725462.525722,83200,0.9090909361839294,4.205456256866455,0.20494011044502258,4.000564098358154,-4.8233428969979286e-05
